SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Sinusoid,10-Stretch,483.930,30.101,0.889,1.244
Sinusoid,10-Stretch,484.130,30.105,0.893,1.244
Sinusoid,10-Stretch,484.330,30.108,0.896,1.244
Sinusoid,10-Stretch,484.530,30.111,0.899,1.244
Sinusoid,10-Stretch,484.730,30.115,0.903,1.244
Sinusoid,10-Stretch,484.930,30.118,0.906,1.244
Sinusoid,10-Stretch,485.130,30.122,0.91,1.244
Sinusoid,10-Stretch,485.330,30.125,0.913,1.244
Sinusoid,10-Stretch,485.530,30.128,0.916,1.244
Sinusoid,10-Stretch,485.730,30.132,0.92,1.244
Sinusoid,10-Stretch,485.930,30.136,0.924,1.269
Sinusoid,10-Stretch,486.130,30.139,0.927,1.244
Sinusoid,10-Stretch,486.330,30.142,0.93,1.244
Sinusoid,10-Stretch,486.530,30.146,0.934,1.318
Sinusoid,10-Stretch,486.730,30.149,0.937,1.269
Sinusoid,10-Stretch,486.930,30.153,0.941,1.269
Sinusoid,10-Stretch,487.130,30.156,0.944,1.318
Sinusoid,10-Stretch,487.330,30.159,0.947,1.244
Sinusoid,10-Stretch,487.530,30.163,0.951,1.269
Sinusoid,10-Stretch,487.730,30.165,0.953,1.293
Sinusoid,10-Stretch,487.930,30.17,0.958,1.244
Sinusoid,10-Stretch,488.130,30.171,0.959,1.318
Sinusoid,10-Stretch,488.330,30.172,0.96,1.269
Sinusoid,10-Stretch,488.530,30.173,0.961,1.269
Sinusoid,10-Stretch,488.730,30.175,0.963,1.318
Sinusoid,10-Stretch,488.930,30.176,0.964,1.244
Sinusoid,10-Stretch,489.130,30.177,0.965,1.293
Sinusoid,10-Stretch,489.330,30.178,0.966,1.293
Sinusoid,10-Stretch,489.530,30.179,0.967,1.244
Sinusoid,10-Stretch,489.730,30.18,0.968,1.318
Sinusoid,10-Stretch,489.930,30.182,0.97,1.244
Sinusoid,10-Stretch,490.130,30.182,0.97,1.244
Sinusoid,10-Stretch,490.330,30.184,0.972,1.342
Sinusoid,10-Stretch,490.530,30.185,0.973,1.244
Sinusoid,10-Stretch,490.730,30.186,0.974,1.293
Sinusoid,10-Stretch,490.930,30.187,0.975,1.293
Sinusoid,10-Stretch,491.130,30.188,0.976,1.244
Sinusoid,10-Stretch,491.330,30.19,0.978,1.318
Sinusoid,10-Stretch,491.530,30.191,0.979,1.244
Sinusoid,10-Stretch,491.730,30.191,0.979,1.269
Sinusoid,10-Recover,491.760,30.191,0.979,1.269
Sinusoid,10-Recover,491.960,30.183,0.971,1.293
Sinusoid,10-Recover,492.160,30.178,0.966,1.244
Sinusoid,10-Recover,492.360,30.173,0.961,1.269
Sinusoid,10-Recover,492.560,30.168,0.956,1.342
Sinusoid,10-Recover,492.760,30.165,0.953,1.269
Sinusoid,10-Recover,492.960,30.149,0.937,1.293
Sinusoid,10-Recover,493.160,30.135,0.923,1.244
Sinusoid,10-Recover,493.360,30.12,0.908,1.244
Sinusoid,10-Recover,493.560,30.106,0.894,1.244
Sinusoid,10-Recover,493.760,30.095,0.883,1.244
Sinusoid,10-Recover,493.960,30.072,0.86,1.220
Sinusoid,10-Recover,494.160,30.049,0.837,1.147
Sinusoid,10-Recover,494.360,30.027,0.815,1.049
Sinusoid,10-Recover,494.560,30.005,0.793,1.073
Sinusoid,10-Recover,494.760,29.987,0.775,1.049
Sinusoid,10-Recover,494.960,29.958,0.746,1.049
Sinusoid,10-Recover,495.160,29.931,0.719,0.951
Sinusoid,10-Recover,495.360,29.903,0.691,0.878
Sinusoid,10-Recover,495.560,29.875,0.663,0.878
Sinusoid,10-Recover,495.760,29.852,0.64,0.878
Sinusoid,10-Recover,495.960,29.82,0.608,0.902
Sinusoid,10-Recover,496.160,29.789,0.577,0.805
Sinusoid,10-Recover,496.360,29.758,0.546,0.805
Sinusoid,10-Recover,496.560,29.727,0.515,0.829
Sinusoid,10-Recover,496.760,29.702,0.49,0.731
Sinusoid,10-Recover,496.960,29.671,0.459,0.658
Sinusoid,10-Recover,497.160,29.64,0.428,0.634
Sinusoid,10-Recover,497.360,29.609,0.397,0.560
Sinusoid,10-Recover,497.560,29.578,0.366,0.585
Sinusoid,10-Recover,497.760,29.552,0.34,0.463
Sinusoid,10-Recover,497.960,29.523,0.311,0.463
Sinusoid,10-Recover,498.160,29.495,0.283,0.438
Sinusoid,10-Recover,498.360,29.467,0.255,0.438
Sinusoid,10-Recover,498.560,29.439,0.227,0.316
Sinusoid,10-Recover,498.760,29.416,0.204,0.292
Sinusoid,10-Recover,498.960,29.392,0.18,0.292
Sinusoid,10-Recover,499.160,29.37,0.158,0.267
Sinusoid,10-Recover,499.360,29.348,0.136,0.267
Sinusoid,10-Recover,499.560,29.326,0.114,0.194
Sinusoid,10-Recover,499.760,29.308,0.096,0.072
Sinusoid,10-Recover,499.960,29.292,0.08,0.145
Sinusoid,10-Recover,500.160,29.278,0.066,0.096
Sinusoid,10-Recover,500.360,29.263,0.051,0.072
Sinusoid,10-Recover,500.560,29.249,0.037,0.072
Sinusoid,10-Recover,500.760,29.237,0.025,0.072
Sinusoid,10-Recover,500.960,29.229,0.017,0.072
Sinusoid,10-Recover,501.160,29.225,0.013,0.072
Sinusoid,10-Recover,501.360,29.22,0.008,0.072
Sinusoid,10-Recover,501.560,29.215,0.003,0.072
Sinusoid,10-Recover,501.760,29.212,0,-0.051
Sinusoid,11-Stretch,501.770,29.212,0,-0.051
Sinusoid,11-Stretch,501.970,29.216,0.004,0.047
Sinusoid,11-Stretch,502.170,29.218,0.006,0.047
Sinusoid,11-Stretch,502.370,29.219,0.007,0.072
Sinusoid,11-Stretch,502.570,29.22,0.008,0.072
Sinusoid,11-Stretch,502.770,29.221,0.009,0.047
Sinusoid,11-Stretch,502.970,29.222,0.01,0.072
Sinusoid,11-Stretch,503.170,29.223,0.011,0.072
Sinusoid,11-Stretch,503.370,29.224,0.012,0.047
Sinusoid,11-Stretch,503.570,29.225,0.013,0.072
Sinusoid,11-Stretch,503.770,29.227,0.015,0.047
Sinusoid,11-Stretch,503.970,29.228,0.016,0.072
Sinusoid,11-Stretch,504.170,29.229,0.017,0.072
Sinusoid,11-Stretch,504.370,29.23,0.018,0.072
Sinusoid,11-Stretch,504.570,29.231,0.019,0.072
Sinusoid,11-Stretch,504.770,29.233,0.021,0.072
Sinusoid,11-Stretch,504.970,29.234,0.022,0.072
Sinusoid,11-Stretch,505.170,29.235,0.023,0.072
Sinusoid,11-Stretch,505.370,29.236,0.024,0.072
Sinusoid,11-Stretch,505.570,29.237,0.025,0.072
Sinusoid,11-Stretch,505.770,29.237,0.025,0.072
Sinusoid,11-Stretch,505.970,29.244,0.032,0.072
Sinusoid,11-Stretch,506.170,29.248,0.036,0.072
Sinusoid,11-Stretch,506.370,29.251,0.039,0.072
Sinusoid,11-Stretch,506.570,29.255,0.043,0.072
Sinusoid,11-Stretch,506.770,29.258,0.046,0.072
Sinusoid,11-Stretch,506.970,29.261,0.049,0.072
Sinusoid,11-Stretch,507.170,29.265,0.053,0.072
Sinusoid,11-Stretch,507.370,29.268,0.056,0.096
Sinusoid,11-Stretch,507.570,29.272,0.06,0.120
Sinusoid,11-Stretch,507.770,29.275,0.063,0.072
Sinusoid,11-Stretch,507.970,29.279,0.067,0.145
Sinusoid,11-Stretch,508.170,29.282,0.07,0.096
Sinusoid,11-Stretch,508.370,29.286,0.074,0.096
Sinusoid,11-Stretch,508.570,29.289,0.077,0.169
Sinusoid,11-Stretch,508.770,29.292,0.08,0.072
Sinusoid,11-Stretch,508.970,29.296,0.084,0.120
Sinusoid,11-Stretch,509.170,29.299,0.087,0.145
Sinusoid,11-Stretch,509.370,29.303,0.091,0.072
Sinusoid,11-Stretch,509.570,29.306,0.094,0.145
Sinusoid,11-Stretch,509.770,29.308,0.096,0.120
Sinusoid,11-Stretch,509.970,29.316,0.104,0.120
Sinusoid,11-Stretch,510.170,29.321,0.109,0.169
Sinusoid,11-Stretch,510.370,29.327,0.115,0.194
Sinusoid,11-Stretch,510.570,29.332,0.12,0.267
Sinusoid,11-Stretch,510.770,29.338,0.126,0.243
Sinusoid,11-Stretch,510.970,29.343,0.131,0.267
Sinusoid,11-Stretch,511.170,29.348,0.136,0.267
Sinusoid,11-Stretch,511.370,29.354,0.142,0.267
Sinusoid,11-Stretch,511.570,29.359,0.147,0.267
Sinusoid,11-Stretch,511.770,29.364,0.152,0.267
Sinusoid,11-Stretch,511.970,29.369,0.157,0.267
Sinusoid,11-Stretch,512.170,29.375,0.163,0.267
Sinusoid,11-Stretch,512.370,29.38,0.168,0.267
Sinusoid,11-Stretch,512.570,29.386,0.174,0.267
Sinusoid,11-Stretch,512.770,29.391,0.179,0.292
Sinusoid,11-Stretch,512.970,29.396,0.184,0.292
Sinusoid,11-Stretch,513.170,29.401,0.189,0.292
Sinusoid,11-Stretch,513.370,29.407,0.195,0.365
Sinusoid,11-Stretch,513.570,29.412,0.2,0.267
Sinusoid,11-Stretch,513.770,29.416,0.204,0.316
Sinusoid,11-Stretch,513.970,29.425,0.213,0.340
Sinusoid,11-Stretch,514.170,29.432,0.22,0.292
Sinusoid,11-Stretch,514.370,29.439,0.227,0.365
Sinusoid,11-Stretch,514.570,29.446,0.234,0.340
Sinusoid,11-Stretch,514.770,29.452,0.24,0.463
Sinusoid,11-Stretch,514.970,29.459,0.247,0.438
Sinusoid,11-Stretch,515.170,29.466,0.254,0.438
Sinusoid,11-Stretch,515.370,29.472,0.26,0.438
Sinusoid,11-Stretch,515.570,29.479,0.267,0.438
Sinusoid,11-Stretch,515.770,29.486,0.274,0.438
Sinusoid,11-Stretch,515.970,29.492,0.28,0.438
Sinusoid,11-Stretch,516.170,29.499,0.287,0.438
Sinusoid,11-Stretch,516.370,29.506,0.294,0.438
Sinusoid,11-Stretch,516.570,29.513,0.301,0.389
Sinusoid,11-Stretch,516.770,29.519,0.307,0.463
Sinusoid,11-Stretch,516.970,29.526,0.314,0.463
Sinusoid,11-Stretch,517.170,29.533,0.321,0.463
Sinusoid,11-Stretch,517.370,29.54,0.328,0.463
Sinusoid,11-Stretch,517.570,29.547,0.335,0.463
Sinusoid,11-Stretch,517.770,29.552,0.34,0.487
Sinusoid,11-Stretch,517.970,29.562,0.35,0.463
Sinusoid,11-Stretch,518.170,29.569,0.357,0.487
Sinusoid,11-Stretch,518.370,29.577,0.365,0.609
Sinusoid,11-Stretch,518.570,29.584,0.372,0.585
Sinusoid,11-Stretch,518.770,29.591,0.379,0.560
Sinusoid,11-Stretch,518.970,29.599,0.387,0.634
Sinusoid,11-Stretch,519.170,29.607,0.395,0.560
Sinusoid,11-Stretch,519.370,29.614,0.402,0.609
Sinusoid,11-Stretch,519.570,29.621,0.409,0.609
Sinusoid,11-Stretch,519.770,29.629,0.417,0.560
Sinusoid,11-Stretch,519.970,29.636,0.424,0.634
Sinusoid,11-Stretch,520.170,29.644,0.432,0.658
Sinusoid,11-Stretch,520.370,29.651,0.439,0.658
Sinusoid,11-Stretch,520.570,29.659,0.447,0.658
Sinusoid,11-Stretch,520.770,29.666,0.454,0.658
Sinusoid,11-Stretch,520.970,29.674,0.462,0.658
Sinusoid,11-Stretch,521.170,29.681,0.469,0.658
Sinusoid,11-Stretch,521.370,29.689,0.477,0.731
Sinusoid,11-Stretch,521.570,29.696,0.484,0.805
Sinusoid,11-Stretch,521.770,29.702,0.49,0.780
Sinusoid,11-Stretch,521.970,29.712,0.5,0.756
Sinusoid,11-Stretch,522.170,29.719,0.507,0.829
Sinusoid,11-Stretch,522.370,29.727,0.515,0.756
Sinusoid,11-Stretch,522.570,29.734,0.522,0.805
Sinusoid,11-Stretch,522.770,29.742,0.53,0.805
Sinusoid,11-Stretch,522.970,29.749,0.537,0.731
Sinusoid,11-Stretch,523.170,29.757,0.545,0.829
Sinusoid,11-Stretch,523.370,29.764,0.552,0.829
Sinusoid,11-Stretch,523.570,29.772,0.56,0.854
Sinusoid,11-Stretch,523.770,29.779,0.567,0.854
Sinusoid,11-Stretch,523.970,29.786,0.574,0.829
Sinusoid,11-Stretch,524.170,29.794,0.582,0.805
Sinusoid,11-Stretch,524.370,29.801,0.589,0.805
Sinusoid,11-Stretch,524.570,29.809,0.597,0.829
Sinusoid,11-Stretch,524.770,29.816,0.604,0.829
Sinusoid,11-Stretch,524.970,29.824,0.612,0.829
Sinusoid,11-Stretch,525.170,29.831,0.619,0.878
Sinusoid,11-Stretch,525.370,29.839,0.627,0.854
Sinusoid,11-Stretch,525.570,29.846,0.634,0.854
Sinusoid,11-Stretch,525.770,29.852,0.64,0.854
Sinusoid,11-Stretch,525.970,29.861,0.649,0.854
Sinusoid,11-Stretch,526.170,29.868,0.656,0.854
Sinusoid,11-Stretch,526.370,29.875,0.663,0.854
Sinusoid,11-Stretch,526.570,29.881,0.669,0.854
Sinusoid,11-Stretch,526.770,29.888,0.676,0.902
Sinusoid,11-Stretch,526.970,29.895,0.683,0.854
Sinusoid,11-Stretch,527.170,29.901,0.689,0.927
Sinusoid,11-Stretch,527.370,29.908,0.696,0.878
Sinusoid,11-Stretch,527.570,29.915,0.703,0.878
Sinusoid,11-Stretch,527.770,29.921,0.709,0.951
Sinusoid,11-Stretch,527.970,29.928,0.716,0.854
Sinusoid,11-Stretch,528.170,29.935,0.723,0.927
Sinusoid,11-Stretch,528.370,29.942,0.73,0.927
Sinusoid,11-Stretch,528.570,29.948,0.736,0.951
Sinusoid,11-Stretch,528.770,29.955,0.743,1.049
Sinusoid,11-Stretch,528.970,29.962,0.75,1.049
Sinusoid,11-Stretch,529.170,29.969,0.757,1.049
Sinusoid,11-Stretch,529.370,29.975,0.763,1.049
Sinusoid,11-Stretch,529.570,29.982,0.77,1.049
Sinusoid,11-Stretch,529.770,29.987,0.775,1.049
Sinusoid,11-Stretch,529.970,29.995,0.783,1.049
Sinusoid,11-Stretch,530.170,30,0.788,1.049
Sinusoid,11-Stretch,530.370,30.006,0.794,1.049
Sinusoid,11-Stretch,530.570,30.011,0.799,1.073
Sinusoid,11-Stretch,530.770,30.016,0.804,1.073
Sinusoid,11-Stretch,530.970,30.022,0.81,1.098
Sinusoid,11-Stretch,531.170,30.027,0.815,1.049
Sinusoid,11-Stretch,531.370,30.032,0.82,1.098
Sinusoid,11-Stretch,531.570,30.038,0.826,1.122
Sinusoid,11-Stretch,531.770,30.043,0.831,1.049
Sinusoid,11-Stretch,531.970,30.048,0.836,1.122
Sinusoid,11-Stretch,532.170,30.053,0.841,1.098
Sinusoid,11-Stretch,532.370,30.059,0.847,1.073
Sinusoid,11-Stretch,532.570,30.064,0.852,1.147
Sinusoid,11-Stretch,532.770,30.07,0.858,1.098
Sinusoid,11-Stretch,532.970,30.075,0.863,1.244
Sinusoid,11-Stretch,533.170,30.08,0.868,1.220
Sinusoid,11-Stretch,533.370,30.085,0.873,1.244
Sinusoid,11-Stretch,533.570,30.091,0.879,1.244
Sinusoid,11-Stretch,533.770,30.095,0.883,1.244
Sinusoid,11-Stretch,533.970,30.101,0.889,1.244
Sinusoid,11-Stretch,534.170,30.105,0.893,1.220
Sinusoid,11-Stretch,534.370,30.108,0.896,1.244
Sinusoid,11-Stretch,534.570,30.112,0.9,1.244
Sinusoid,11-Stretch,534.770,30.115,0.903,1.244
Sinusoid,11-Stretch,534.970,30.118,0.906,1.244
Sinusoid,11-Stretch,535.170,30.122,0.91,1.244
Sinusoid,11-Stretch,535.370,30.125,0.913,1.220
Sinusoid,11-Stretch,535.570,30.129,0.917,1.244
Sinusoid,11-Stretch,535.770,30.132,0.92,1.244
Sinusoid,11-Stretch,535.970,30.136,0.924,1.244
Sinusoid,11-Stretch,536.170,30.139,0.927,1.244
Sinusoid,11-Stretch,536.370,30.142,0.93,1.244
Sinusoid,11-Stretch,536.570,30.146,0.934,1.269
Sinusoid,11-Stretch,536.770,30.149,0.937,1.318
Sinusoid,11-Stretch,536.970,30.153,0.941,1.244
Sinusoid,11-Stretch,537.170,30.156,0.944,1.269
Sinusoid,11-Stretch,537.370,30.16,0.948,1.318
Sinusoid,11-Stretch,537.570,30.163,0.951,1.244
Sinusoid,11-Stretch,537.770,30.165,0.953,1.293
Sinusoid,11-Stretch,537.970,30.17,0.958,1.342
Sinusoid,11-Stretch,538.170,30.171,0.959,1.244
Sinusoid,11-Stretch,538.370,30.172,0.96,1.318
Sinusoid,11-Stretch,538.570,30.173,0.961,1.244
Sinusoid,11-Stretch,538.770,30.175,0.963,1.269
Sinusoid,11-Stretch,538.970,30.176,0.964,1.318
Sinusoid,11-Stretch,539.170,30.177,0.965,1.244
Sinusoid,11-Stretch,539.370,30.178,0.966,1.293
Sinusoid,11-Stretch,539.570,30.179,0.967,1.293
Sinusoid,11-Stretch,539.770,30.18,0.968,1.244
Sinusoid,11-Stretch,539.970,30.182,0.97,1.318
Sinusoid,11-Stretch,540.170,30.182,0.97,1.244
Sinusoid,11-Stretch,540.370,30.184,0.972,1.244
Sinusoid,11-Stretch,540.570,30.185,0.973,1.342
Sinusoid,11-Stretch,540.770,30.186,0.974,1.244
Sinusoid,11-Stretch,540.970,30.187,0.975,1.293
Sinusoid,11-Stretch,541.170,30.188,0.976,1.269
Sinusoid,11-Stretch,541.370,30.19,0.978,1.244
Sinusoid,11-Stretch,541.570,30.191,0.979,1.318
Sinusoid,11-Stretch,541.770,30.191,0.979,1.244
Sinusoid,11-Recover,541.790,30.191,0.979,1.269
Sinusoid,11-Recover,541.990,30.183,0.971,1.269
Sinusoid,11-Recover,542.190,30.178,0.966,1.318
Sinusoid,11-Recover,542.390,30.173,0.961,1.244
Sinusoid,11-Recover,542.590,30.169,0.957,1.293
Sinusoid,11-Recover,542.790,30.165,0.953,1.318
Sinusoid,11-Recover,542.990,30.149,0.937,1.244
Sinusoid,11-Recover,543.190,30.135,0.923,1.244
Sinusoid,11-Recover,543.390,30.12,0.908,1.244
Sinusoid,11-Recover,543.590,30.106,0.894,1.244
Sinusoid,11-Recover,543.790,30.095,0.883,1.244
Sinusoid,11-Recover,543.990,30.072,0.86,1.147
Sinusoid,11-Recover,544.190,30.05,0.838,1.098
Sinusoid,11-Recover,544.390,30.027,0.815,1.122
Sinusoid,11-Recover,544.590,30.006,0.794,1.049
Sinusoid,11-Recover,544.790,29.987,0.775,1.049
Sinusoid,11-Recover,544.990,29.959,0.747,1.000
Sinusoid,11-Recover,545.190,29.931,0.719,0.902
Sinusoid,11-Recover,545.390,29.903,0.691,0.951
Sinusoid,11-Recover,545.590,29.875,0.663,0.902
Sinusoid,11-Recover,545.790,29.852,0.64,0.878
Sinusoid,11-Recover,545.990,29.821,0.609,0.902
Sinusoid,11-Recover,546.190,29.79,0.578,0.805
Sinusoid,11-Recover,546.390,29.759,0.547,0.780
Sinusoid,11-Recover,546.590,29.728,0.516,0.780
Sinusoid,11-Recover,546.790,29.702,0.49,0.731
Sinusoid,11-Recover,546.990,29.671,0.459,0.658
Sinusoid,11-Recover,547.190,29.64,0.428,0.609
Sinusoid,11-Recover,547.390,29.609,0.397,0.609
Sinusoid,11-Recover,547.590,29.578,0.366,0.511
Sinusoid,11-Recover,547.790,29.552,0.34,0.463
Sinusoid,11-Recover,547.990,29.523,0.311,0.487
Sinusoid,11-Recover,548.190,29.495,0.283,0.438
Sinusoid,11-Recover,548.390,29.467,0.255,0.438
Sinusoid,11-Recover,548.590,29.439,0.227,0.340
Sinusoid,11-Recover,548.790,29.416,0.204,0.292
Sinusoid,11-Recover,548.990,29.393,0.181,0.267
Sinusoid,11-Recover,549.190,29.371,0.159,0.267
Sinusoid,11-Recover,549.390,29.349,0.137,0.243
Sinusoid,11-Recover,549.590,29.326,0.114,0.194
Sinusoid,11-Recover,549.790,29.308,0.096,0.120
Sinusoid,11-Recover,549.990,29.292,0.08,0.096
Sinusoid,11-Recover,550.190,29.278,0.066,0.120
Sinusoid,11-Recover,550.390,29.263,0.051,0.072
Sinusoid,11-Recover,550.590,29.249,0.037,0.072
Sinusoid,11-Recover,550.790,29.237,0.025,0.072
Sinusoid,11-Recover,550.990,29.229,0.017,0.072
Sinusoid,11-Recover,551.190,29.225,0.013,0.072
Sinusoid,11-Recover,551.390,29.22,0.008,0.072
Sinusoid,11-Recover,551.590,29.215,0.003,-0.002
Sinusoid,11-Recover,551.790,29.212,0,-0.002
Sinusoid,12-Stretch,551.800,29.212,0,-0.026
Sinusoid,12-Stretch,552.000,29.216,0.004,0.072
Sinusoid,12-Stretch,552.200,29.218,0.006,0.072
Sinusoid,12-Stretch,552.400,29.219,0.007,0.047
Sinusoid,12-Stretch,552.600,29.22,0.008,0.072
Sinusoid,12-Stretch,552.800,29.221,0.009,0.047
Sinusoid,12-Stretch,553.000,29.222,0.01,0.072
Sinusoid,12-Stretch,553.200,29.223,0.011,0.072
Sinusoid,12-Stretch,553.400,29.224,0.012,0.072
Sinusoid,12-Stretch,553.600,29.225,0.013,0.072
Sinusoid,12-Stretch,553.800,29.227,0.015,0.072
Sinusoid,12-Stretch,554.000,29.228,0.016,0.072
Sinusoid,12-Stretch,554.200,29.229,0.017,0.072
Sinusoid,12-Stretch,554.400,29.23,0.018,0.072
Sinusoid,12-Stretch,554.600,29.231,0.019,0.072
Sinusoid,12-Stretch,554.800,29.233,0.021,0.072
Sinusoid,12-Stretch,555.000,29.234,0.022,0.072
Sinusoid,12-Stretch,555.200,29.235,0.023,0.072
Sinusoid,12-Stretch,555.400,29.236,0.024,0.072
Sinusoid,12-Stretch,555.600,29.237,0.025,0.072
Sinusoid,12-Stretch,555.800,29.237,0.025,0.072
Sinusoid,12-Stretch,556.000,29.244,0.032,0.072
Sinusoid,12-Stretch,556.200,29.248,0.036,0.072
Sinusoid,12-Stretch,556.400,29.251,0.039,0.072
Sinusoid,12-Stretch,556.600,29.255,0.043,0.072
Sinusoid,12-Stretch,556.800,29.258,0.046,0.072
Sinusoid,12-Stretch,557.000,29.261,0.049,0.072
Sinusoid,12-Stretch,557.200,29.265,0.053,0.072
Sinusoid,12-Stretch,557.400,29.268,0.056,0.072
Sinusoid,12-Stretch,557.600,29.272,0.06,0.120
Sinusoid,12-Stretch,557.800,29.275,0.063,0.120
Sinusoid,12-Stretch,558.000,29.278,0.066,0.072
Sinusoid,12-Stretch,558.200,29.282,0.07,0.145
Sinusoid,12-Stretch,558.400,29.286,0.074,0.096
Sinusoid,12-Stretch,558.600,29.289,0.077,0.096
Sinusoid,12-Stretch,558.800,29.292,0.08,0.169
Sinusoid,12-Stretch,559.000,29.296,0.084,0.072
Sinusoid,12-Stretch,559.200,29.299,0.087,0.120
Sinusoid,12-Stretch,559.400,29.303,0.091,0.145
Sinusoid,12-Stretch,559.600,29.306,0.094,0.072
Sinusoid,12-Stretch,559.800,29.308,0.096,0.145
Sinusoid,12-Stretch,560.000,29.316,0.104,0.120
Sinusoid,12-Stretch,560.200,29.321,0.109,0.145
Sinusoid,12-Stretch,560.400,29.327,0.115,0.218
Sinusoid,12-Stretch,560.600,29.332,0.12,0.218
Sinusoid,12-Stretch,560.800,29.338,0.126,0.267
Sinusoid,12-Stretch,561.000,29.343,0.131,0.243
Sinusoid,12-Stretch,561.200,29.348,0.136,0.267
Sinusoid,12-Stretch,561.400,29.354,0.142,0.267
Sinusoid,12-Stretch,561.600,29.359,0.147,0.267
Sinusoid,12-Stretch,561.800,29.364,0.152,0.267
Sinusoid,12-Stretch,562.000,29.369,0.157,0.267
Sinusoid,12-Stretch,562.200,29.375,0.163,0.267
Sinusoid,12-Stretch,562.400,29.38,0.168,0.267
Sinusoid,12-Stretch,562.600,29.385,0.173,0.267
Sinusoid,12-Stretch,562.800,29.391,0.179,0.267
Sinusoid,12-Stretch,563.000,29.396,0.184,0.340
Sinusoid,12-Stretch,563.200,29.401,0.189,0.292
Sinusoid,12-Stretch,563.400,29.407,0.195,0.292
Sinusoid,12-Stretch,563.600,29.412,0.2,0.340
Sinusoid,12-Stretch,563.800,29.416,0.204,0.267
Sinusoid,12-Stretch,564.000,29.425,0.213,0.316
Sinusoid,12-Stretch,564.200,29.432,0.22,0.316
Sinusoid,12-Stretch,564.400,29.439,0.227,0.292
Sinusoid,12-Stretch,564.600,29.445,0.233,0.389
Sinusoid,12-Stretch,564.800,29.452,0.24,0.340
Sinusoid,12-Stretch,565.000,29.459,0.247,0.463
Sinusoid,12-Stretch,565.200,29.465,0.253,0.389
Sinusoid,12-Stretch,565.400,29.472,0.26,0.438
Sinusoid,12-Stretch,565.600,29.479,0.267,0.438
Sinusoid,12-Stretch,565.800,29.486,0.274,0.414
Sinusoid,12-Stretch,566.000,29.492,0.28,0.438
Sinusoid,12-Stretch,566.200,29.499,0.287,0.414
Sinusoid,12-Stretch,566.400,29.506,0.294,0.438
Sinusoid,12-Stretch,566.600,29.513,0.301,0.463
Sinusoid,12-Stretch,566.800,29.519,0.307,0.463
Sinusoid,12-Stretch,567.000,29.526,0.314,0.463
Sinusoid,12-Stretch,567.200,29.533,0.321,0.463
Sinusoid,12-Stretch,567.400,29.54,0.328,0.463
Sinusoid,12-Stretch,567.600,29.547,0.335,0.463
Sinusoid,12-Stretch,567.800,29.552,0.34,0.463
Sinusoid,12-Stretch,568.000,29.562,0.35,0.487
Sinusoid,12-Stretch,568.200,29.569,0.357,0.536
Sinusoid,12-Stretch,568.400,29.577,0.365,0.536
Sinusoid,12-Stretch,568.600,29.584,0.372,0.634
Sinusoid,12-Stretch,568.800,29.591,0.379,0.585
Sinusoid,12-Stretch,569.000,29.599,0.387,0.585
Sinusoid,12-Stretch,569.200,29.607,0.395,0.634
Sinusoid,12-Stretch,569.400,29.614,0.402,0.560
Sinusoid,12-Stretch,569.600,29.621,0.409,0.609
Sinusoid,12-Stretch,569.800,29.629,0.417,0.609
Sinusoid,12-Stretch,570.000,29.636,0.424,0.609
Sinusoid,12-Stretch,570.200,29.644,0.432,0.658
Sinusoid,12-Stretch,570.400,29.651,0.439,0.658
Sinusoid,12-Stretch,570.600,29.659,0.447,0.658
Sinusoid,12-Stretch,570.800,29.666,0.454,0.658
Sinusoid,12-Stretch,571.000,29.674,0.462,0.658
Sinusoid,12-Stretch,571.200,29.681,0.469,0.658
Sinusoid,12-Stretch,571.400,29.689,0.477,0.756
Sinusoid,12-Stretch,571.600,29.696,0.484,0.756
Sinusoid,12-Stretch,571.800,29.702,0.49,0.805
Sinusoid,12-Stretch,572.000,29.712,0.5,0.780
Sinusoid,12-Stretch,572.200,29.719,0.507,0.731
Sinusoid,12-Stretch,572.400,29.727,0.515,0.829
Sinusoid,12-Stretch,572.600,29.734,0.522,0.756
Sinusoid,12-Stretch,572.800,29.742,0.53,0.805
Sinusoid,12-Stretch,573.000,29.749,0.537,0.805
Sinusoid,12-Stretch,573.200,29.756,0.544,0.780
Sinusoid,12-Stretch,573.400,29.764,0.552,0.854
Sinusoid,12-Stretch,573.600,29.772,0.56,0.854
Sinusoid,12-Stretch,573.800,29.779,0.567,0.829
Sinusoid,12-Stretch,574.000,29.786,0.574,0.854
Sinusoid,12-Stretch,574.200,29.794,0.582,0.829
Sinusoid,12-Stretch,574.400,29.801,0.589,0.854
Sinusoid,12-Stretch,574.600,29.809,0.597,0.854
Sinusoid,12-Stretch,574.800,29.816,0.604,0.829
Sinusoid,12-Stretch,575.000,29.824,0.612,0.854
Sinusoid,12-Stretch,575.200,29.831,0.619,0.854
Sinusoid,12-Stretch,575.400,29.839,0.627,0.854
Sinusoid,12-Stretch,575.600,29.846,0.634,0.854
Sinusoid,12-Stretch,575.800,29.852,0.64,0.854
Sinusoid,12-Stretch,576.000,29.861,0.649,0.854
Sinusoid,12-Stretch,576.200,29.868,0.656,0.854
Sinusoid,12-Stretch,576.400,29.874,0.662,0.854
Sinusoid,12-Stretch,576.600,29.881,0.669,0.854
Sinusoid,12-Stretch,576.800,29.888,0.676,0.902
